frame,gt_eyes_on_road,gt_eyes_off_road,gt_eyes_not_visible,gt_data_quality_problem,gt_unusual_event,pred_eyes_on_road,pred_eyes_off_road,pred_eyes_not_visible,pred_data_quality_problem,episodes_40s_episode_nr,gt_episodes_40s_time_buffer,gt_episodes_40s_is_distracted,pred_episodes_40s_time_buffer,pred_episodes_40s_is_distracted
37,0,1,0,0,0,1.0,0.0,0,1,0,0.5999999999999988,0,0.7199999999999989,0
38,0,1,0,0,0,0.0,1.0,0,1,0,0.5599999999999987,0,0.6799999999999988,0
39,0,1,0,0,0,0.0,1.0,0,1,0,0.5199999999999987,0,0.6399999999999988,0
40,0,1,0,0,0,0.0,1.0,0,1,0,0.4799999999999987,0,0.5999999999999988,0
41,0,1,0,0,0,0.0,1.0,0,1,0,0.4399999999999987,0,0.5599999999999987,0
42,0,1,0,0,0,0.0,1.0,0,1,0,0.3999999999999988,0,0.5199999999999987,0
43,0,1,0,0,0,0.0,1.0,0,1,0,0.3599999999999988,0,0.4799999999999987,0
44,0,1,0,0,0,0.0,1.0,1,1,0,0.3199999999999988,0,0.4399999999999987,0
45,0,1,0,0,0,0.0,1.0,1,1,0,0.2799999999999988,0,0.3999999999999988,0
46,0,1,0,0,0,0.0,1.0,1,1,0,0.2399999999999988,0,0.3599999999999988,0
47,0,1,0,0,0,0.0,1.0,1,1,0,0.1999999999999988,0,0.3199999999999988,0
48,0,1,0,0,0,0.0,1.0,1,1,0,0.15999999999999878,0,0.2799999999999988,0
49,0,1,0,0,0,0.0,1.0,1,1,0,0.11999999999999875,0,0.2399999999999988,0
50,0,1,0,0,0,0.0,1.0,1,1,0,0.07999999999999878,0,0.1999999999999988,0
51,0,1,0,0,0,0.0,1.0,1,1,0,0.039999999999998766,0,0.15999999999999878,0
52,0,1,0,0,0,0.0,1.0,1,1,0,0.0,1,0.11999999999999875,0
53,0,1,0,0,0,0.0,1.0,1,1,0,0.0,1,0.07999999999999878,0
54,1,0,0,0,0,0.0,1.0,1,1,0,0.0,1,0.039999999999998766,0
55,1,0,0,0,0,0.0,1.0,1,1,0,0.0,1,0.0,1
56,1,0,0,0,0,1.0,0.0,0,1,0,0.0,1,0.0,1
57,1,0,0,0,0,1.0,0.0,0,0,0,0.04,0,0.0,1
58,1,0,0,0,0,1.0,0.0,0,0,0,0.08,0,0.0,1
59,1,0,0,0,0,1.0,0.0,0,0,0,0.12,0,0.04,0
60,1,0,0,0,0,1.0,0.0,0,0,0,0.16,0,0.08,0
61,1,0,0,0,0,1.0,0.0,0,0,0,0.2,0,0.12,0
62,1,0,0,0,0,1.0,0.0,0,0,0,0.24,0,0.16,0
63,1,0,0,0,0,1.0,0.0,0,0,0,0.28,0,0.2,0
64,1,0,0,0,0,1.0,0.0,0,0,0,0.32,0,0.24,0
65,1,0,0,0,0,1.0,0.0,0,0,0,0.36,0,0.28,0
66,1,0,0,0,0,1.0,0.0,0,0,0,0.4,0,0.32,0
67,1,0,0,0,0,1.0,0.0,0,0,0,0.44,0,0.36,0
68,1,0,0,0,0,1.0,0.0,0,0,0,0.4799999999999999,0,0.4,0
69,1,0,0,0,0,1.0,0.0,0,0,0,0.5199999999999999,0,0.44,0
70,1,0,0,0,0,1.0,0.0,0,0,0,0.5599999999999999,0,0.4799999999999999,0
71,1,0,0,0,0,1.0,0.0,0,0,0,0.6,0,0.5199999999999999,0
72,1,0,0,0,0,1.0,0.0,0,0,0,0.64,0,0.5599999999999999,0
73,1,0,0,0,0,1.0,0.0,0,0,0,0.68,0,0.6,0
74,1,0,0,0,0,1.0,0.0,0,0,0,0.7200000000000001,0,0.64,0
75,1,0,0,0,0,1.0,0.0,0,0,0,0.7600000000000001,0,0.68,0
76,1,0,0,0,0,1.0,0.0,0,0,0,0.8000000000000002,0,0.7200000000000001,0
77,1,0,0,0,0,1.0,0.0,0,0,0,0.8400000000000002,0,0.7600000000000001,0
78,1,0,0,0,0,1.0,0.0,0,0,0,0.8800000000000002,0,0.8000000000000002,0
79,1,0,0,0,0,1.0,0.0,0,0,0,0.9200000000000004,0,0.8400000000000002,0
80,1,0,0,0,0,1.0,0.0,0,0,0,0.9600000000000004,0,0.8800000000000002,0
81,1,0,0,0,0,1.0,0.0,0,0,0,1.0000000000000002,0,0.9200000000000004,0
82,1,0,0,0,0,1.0,0.0,0,0,0,1.0400000000000005,0,0.9600000000000004,0
83,1,0,0,0,0,1.0,0.0,0,0,0,1.0800000000000003,0,1.0000000000000002,0
84,1,0,0,0,0,1.0,0.0,0,0,0,1.1200000000000003,0,1.0400000000000005,0
85,1,0,0,0,0,1.0,0.0,0,0,0,1.1600000000000004,0,1.0800000000000003,0
86,1,0,0,0,0,1.0,0.0,0,0,0,1.2000000000000004,0,1.1200000000000003,0
87,1,0,0,0,0,1.0,0.0,0,0,0,1.2400000000000004,0,1.1600000000000004,0
88,1,0,0,0,0,1.0,0.0,0,0,0,1.2800000000000005,0,1.2000000000000004,0
89,1,0,0,0,0,1.0,0.0,0,0,0,1.3200000000000005,0,1.2400000000000004,0
90,1,0,0,0,0,1.0,0.0,0,0,0,1.3600000000000003,0,1.2800000000000005,0
91,1,0,0,0,0,1.0,0.0,0,0,0,1.4000000000000006,0,1.3200000000000005,0
92,1,0,0,0,0,1.0,0.0,0,0,0,1.4400000000000006,0,1.3600000000000003,0
93,1,0,0,0,0,1.0,0.0,0,0,0,1.4800000000000006,0,1.4000000000000006,0
94,1,0,0,0,0,1.0,0.0,0,0,0,1.520000000000001,0,1.4400000000000006,0
95,1,0,0,0,0,1.0,0.0,0,0,0,1.5600000000000007,0,1.4800000000000006,0
96,1,0,0,0,0,1.0,0.0,0,0,0,1.6000000000000008,0,1.520000000000001,0
97,1,0,0,0,0,1.0,0.0,0,0,0,1.6400000000000008,0,1.5600000000000007,0
98,1,0,0,0,0,1.0,0.0,0,0,0,1.6800000000000008,0,1.6000000000000008,0
99,1,0,0,0,0,1.0,0.0,0,0,0,1.7200000000000009,0,1.6400000000000008,0
100,1,0,0,0,0,1.0,0.0,0,0,0,1.760000000000001,0,1.6800000000000008,0
101,1,0,0,0,0,1.0,0.0,0,0,0,1.800000000000001,0,1.7200000000000009,0
102,1,0,0,0,0,1.0,0.0,0,0,0,1.840000000000001,0,1.760000000000001,0
103,1,0,0,0,0,1.0,0.0,0,0,0,1.880000000000001,0,1.800000000000001,0
104,1,0,0,0,0,1.0,0.0,0,0,0,1.9200000000000008,0,1.840000000000001,0
105,1,0,0,0,0,1.0,0.0,0,0,0,1.9600000000000009,0,1.880000000000001,0
106,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,1.9200000000000008,0
107,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,1.9600000000000009,0
108,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
109,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
110,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
111,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
112,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
113,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
114,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
115,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
116,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
117,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
118,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
119,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
120,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
121,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
122,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
123,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
124,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
125,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
126,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
127,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
128,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
129,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
130,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
131,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
132,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
133,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
134,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
135,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
136,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
137,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
138,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
139,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
140,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
141,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
142,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
143,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
144,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
145,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
146,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
147,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
148,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
149,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
150,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
151,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
152,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
153,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
154,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
155,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
156,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
157,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
158,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
159,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
160,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
161,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
162,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
163,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
164,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
165,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
166,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
167,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
168,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
169,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
170,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
171,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
172,0,1,0,0,0,0.0,1.0,0,0,0,1.96,0,1.96,0
173,0,1,0,0,0,0.0,1.0,0,0,0,1.92,0,1.92,0
174,0,1,0,0,0,0.0,1.0,0,0,0,1.88,0,1.88,0
175,0,1,0,0,0,0.0,1.0,0,0,0,1.84,0,1.84,0
176,0,1,0,0,0,0.0,1.0,0,0,0,1.7999999999999998,0,1.7999999999999998,0
177,0,1,0,0,0,0.0,1.0,0,0,0,1.7599999999999998,0,1.7599999999999998,0
178,0,1,0,0,0,0.0,1.0,0,0,0,1.7199999999999998,0,1.7199999999999998,0
179,0,1,0,0,0,0.0,1.0,0,0,0,1.6799999999999995,0,1.6799999999999995,0
180,0,1,0,0,0,0.0,1.0,0,0,0,1.6399999999999997,0,1.6399999999999997,0
181,0,1,0,0,0,0.0,1.0,0,0,0,1.5999999999999996,0,1.5999999999999996,0
182,0,1,0,0,0,0.0,1.0,0,0,0,1.5599999999999996,0,1.5599999999999996,0
183,0,1,0,0,0,0.0,1.0,0,0,0,1.5199999999999996,0,1.5199999999999996,0
184,0,1,0,0,0,0.0,1.0,0,0,0,1.4799999999999995,0,1.4799999999999995,0
185,0,1,0,0,0,0.0,1.0,0,0,0,1.4399999999999995,0,1.4399999999999995,0
186,0,1,0,0,0,0.0,1.0,0,0,0,1.3999999999999997,0,1.3999999999999997,0
187,1,0,0,0,0,1.0,0.0,0,0,0,1.3999999999999997,0,1.3999999999999997,0
188,1,0,0,0,0,1.0,0.0,0,0,0,1.3999999999999997,0,1.3999999999999997,0
189,1,0,0,0,0,1.0,0.0,0,0,0,1.3999999999999997,0,1.3999999999999997,0
190,1,0,0,0,0,1.0,0.0,0,0,0,1.4399999999999995,0,1.4399999999999995,0
191,1,0,0,0,0,1.0,0.0,0,0,0,1.4799999999999995,0,1.4799999999999995,0
192,1,0,0,0,0,1.0,0.0,0,0,0,1.5199999999999996,0,1.5199999999999996,0
193,1,0,0,0,0,1.0,0.0,0,0,0,1.5599999999999996,0,1.5599999999999996,0
194,1,0,0,0,0,1.0,0.0,0,0,0,1.5999999999999996,0,1.5999999999999996,0
195,1,0,0,0,0,1.0,0.0,0,0,0,1.6399999999999997,0,1.6399999999999997,0
196,1,0,0,0,0,1.0,0.0,0,0,0,1.6799999999999995,0,1.6799999999999995,0
197,1,0,0,0,0,1.0,0.0,0,0,0,1.7199999999999998,0,1.7199999999999998,0
198,1,0,0,0,0,1.0,0.0,0,0,0,1.7599999999999998,0,1.7599999999999998,0
199,1,0,0,0,0,1.0,0.0,0,0,0,1.7999999999999998,0,1.7999999999999998,0
200,1,0,0,0,0,1.0,0.0,0,0,0,1.84,0,1.84,0
201,1,0,0,0,0,1.0,0.0,0,0,0,1.88,0,1.88,0
202,1,0,0,0,0,1.0,0.0,0,0,0,1.92,0,1.92,0
203,1,0,0,0,0,1.0,0.0,0,0,0,1.96,0,1.96,0
204,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
205,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
206,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
207,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
208,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
209,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
210,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
211,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
212,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
213,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
214,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
215,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
216,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
217,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
218,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
219,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
220,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
221,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
222,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
223,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
224,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
225,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
226,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
227,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
228,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
229,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
230,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
231,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
232,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
233,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
234,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
235,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
236,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
237,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
238,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
239,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
240,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
241,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
242,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
243,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
244,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
245,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
246,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
247,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
248,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
249,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
250,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
251,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
252,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
253,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
254,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
255,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
256,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
257,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
258,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
259,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
260,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
261,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
262,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
263,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
264,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
265,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
266,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
267,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
268,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
269,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
270,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
271,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
272,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
273,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
274,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
275,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
276,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
277,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
278,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
279,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
280,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
281,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
282,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
283,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
284,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
285,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
286,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
287,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
288,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
289,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
290,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
291,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
292,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
293,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
294,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
295,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
296,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
297,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
298,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
299,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
300,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
301,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
302,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
303,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
304,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
305,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
306,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
307,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
308,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
309,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
310,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
311,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
312,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
313,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
314,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
315,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
316,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
317,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
318,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
319,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
320,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
321,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
322,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
323,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
324,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
325,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
326,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
327,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
328,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
329,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
330,1,0,0,0,0,1.0,0.0,0,0,0,2.0,0,2.0,0
